# input | exact output: flags, degree, periodic, complete homogeneous controls and knots
d3_r1_s1_insert B 3 4 2 1 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 4 1 4 I 0.25 3 | d3_r1_s1_insert R 1 1 3 0 7 3 0 1 -3/2 -5/2 -3 1/2 -13/8 -23/8 -2 5/8 -27/16 -3 -57/32 3/4 -27/16 -187/64 -241/128 109/128 -27/16 -43/16 -35/16 37/32 -9/8 -5/8 -43/8 5/4 0 2 1 1/2 0 4 1/4 3 1 4
d3_r1_s1_sequence B 3 4 2 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 4 1 4 I 0.75 1 I 0.25 3 I 0.75 3 I 0.25 1 | d3_r1_s1_sequence R 4 1 1 1 1 3 0 10 4 0 1 -3/2 -5/2 -3 1/2 -13/8 -23/8 -2 5/8 -27/16 -3 -57/32 3/4 -27/16 -187/64 -241/128 109/128 -27/16 -177/64 -267/128 135/128 -23/16 -115/64 -457/128 149/128 -15/16 -25/64 -339/128 127/128 -11/16 5/16 -35/16 29/32 -3/8 9/8 -9/8 3/4 0 2 1 1/2 0 4 1/4 3 3/4 3 1 4
d3_r1_s1_roundtrip B 3 4 2 2 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 4 1 4 I 0.25 1 R 0.25 0 | d3_r1_s1_roundtrip R 2 1 1 3 0 4 2 0 1 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 0 4 1 4
d3_r1_s1_full_roundtrip B 3 4 2 2 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 0 4 1 4 I 0.25 3 R 0.25 0 | d3_r1_s1_full_roundtrip R 2 1 1 3 0 4 2 0 1 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 0 4 1 4
d3_r1_s3_identity S 3 8 4 0 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 0 4 1 3 2 1 3 4 | d3_r1_s3_identity R 0 3 0 8 4 0 3 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 0 4 1 3 2 1 3 4
d3_r1_s3_insert S 3 8 4 1 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 0 4 1 3 2 1 3 4 I 0.25 3 | d3_r1_s3_insert R 1 1 3 0 11 5 0 3 -3/2 -5/2 -3 1/2 -13/8 -23/8 -2 5/8 -27/16 -3 -57/32 3/4 -27/16 -187/64 -241/128 109/128 -27/16 -43/16 -35/16 37/32 -9/8 -5/8 -43/8 5/4 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 0 4 1/4 3 1 3 2 1 3 4
d3_r1_s3_sequence S 3 8 4 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 0 4 1 3 2 1 3 4 I 0.75 1 I 0.25 3 I 0.75 3 I 0.25 1 | d3_r1_s3_sequence R 4 1 1 1 1 3 0 14 6 0 3 -3/2 -5/2 -3 1/2 -13/8 -23/8 -2 5/8 -27/16 -3 -57/32 3/4 -27/16 -187/64 -241/128 109/128 -27/16 -177/64 -267/128 135/128 -23/16 -115/64 -457/128 149/128 -15/16 -25/64 -339/128 127/128 -11/16 5/16 -35/16 29/32 -3/8 9/8 -9/8 3/4 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 0 4 1/4 3 3/4 3 1 3 2 1 3 4
d3_r1_s3_roundtrip S 3 8 4 2 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 0 4 1 3 2 1 3 4 I 0.25 1 R 0.25 0 | d3_r1_s3_roundtrip R 2 1 1 3 0 8 4 0 3 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 0 4 1 3 2 1 3 4
d3_r1_s3_full_roundtrip S 3 8 4 2 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 0 4 1 3 2 1 3 4 I 0.25 3 R 0.25 0 | d3_r1_s3_full_roundtrip R 2 1 1 3 0 8 4 0 3 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 0 4 1 3 2 1 3 4
d3_r1_s3_remove_existing S 3 8 4 1 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 0 4 1 3 2 1 3 4 R 1 2 | d3_r1_s3_remove_existing R 1 0 3 0 8 4 0 3 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 0 4 1 3 2 1 3 4
d5_r0_s1_identity B 5 6 2 0 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 6 1 6 | d5_r0_s1_identity R 0 5 0 6 2 0 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 6 1 6
d5_r0_s1_insert B 5 6 2 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 6 1 6 I 0.25 5 | d5_r0_s1_insert R 1 1 5 0 11 3 0 1 -3 -5 -6 1 -11/4 -19/4 -17/4 1 -5/2 -35/8 -53/16 1 -9/4 -31/8 -89/32 1 -2 -843/256 -157/64 1 -7/4 -2747/1024 -285/128 1 -1 -109/128 -99/64 1 -1/4 79/64 -57/32 1 1/2 17/8 -3/16 1 5/4 -1/2 -9/4 1 2 -2 3 1 0 6 1/4 5 1 6
d5_r0_s1_sequence B 5 6 2 4 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 6 1 6 I 0.75 1 I 0.25 5 I 0.75 5 I 0.25 1 | d5_r0_s1_sequence R 4 1 1 1 1 5 0 16 4 0 1 -3 -5 -6 1 -11/4 -19/4 -17/4 1 -5/2 -35/8 -53/16 1 -9/4 -31/8 -89/32 1 -2 -843/256 -157/64 1 -7/4 -2747/1024 -285/128 1 -5/4 -1497/1024 -227/128 1 -3/4 -131/1024 -221/128 1 -1/4 911/1024 -163/128 1 1/4 1013/1024 -157/128 1 3/4 439/1024 -99/128 1 1 19/128 -35/64 1 5/4 -19/64 -7/32 1 3/2 -7/8 5/16 1 7/4 -3/2 5/4 1 2 -2 3 1 0 6 1/4 5 3/4 5 1 6
d5_r0_s1_roundtrip B 5 6 2 2 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 6 1 6 I 0.25 1 R 0.25 0 | d5_r0_s1_roundtrip R 2 1 1 5 0 6 2 0 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 6 1 6
d5_r0_s1_full_roundtrip B 5 6 2 2 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 6 1 6 I 0.25 5 R 0.25 0 | d5_r0_s1_full_roundtrip R 2 1 1 5 0 6 2 0 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 0 6 1 6
d5_r0_s3_identity S 5 12 4 0 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1 5 2 1 3 6 | d5_r0_s3_identity R 0 5 0 12 4 0 3 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1 5 2 1 3 6
d5_r0_s3_insert S 5 12 4 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1 5 2 1 3 6 I 0.25 5 | d5_r0_s3_insert R 1 1 5 0 17 5 0 3 -3 -5 -6 1 -11/4 -19/4 -17/4 1 -5/2 -35/8 -53/16 1 -9/4 -31/8 -89/32 1 -2 -843/256 -157/64 1 -7/4 -2747/1024 -285/128 1 -1 -109/128 -99/64 1 -1/4 79/64 -57/32 1 1/2 17/8 -3/16 1 5/4 -1/2 -9/4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1/4 5 1 5 2 1 3 6
d5_r0_s3_sequence S 5 12 4 4 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1 5 2 1 3 6 I 0.75 1 I 0.25 5 I 0.75 5 I 0.25 1 | d5_r0_s3_sequence R 4 1 1 1 1 5 0 22 6 0 3 -3 -5 -6 1 -11/4 -19/4 -17/4 1 -5/2 -35/8 -53/16 1 -9/4 -31/8 -89/32 1 -2 -843/256 -157/64 1 -7/4 -2747/1024 -285/128 1 -5/4 -1497/1024 -227/128 1 -3/4 -131/1024 -221/128 1 -1/4 911/1024 -163/128 1 1/4 1013/1024 -157/128 1 3/4 439/1024 -99/128 1 1 19/128 -35/64 1 5/4 -19/64 -7/32 1 3/2 -7/8 5/16 1 7/4 -3/2 5/4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1/4 5 3/4 5 1 5 2 1 3 6
d5_r0_s3_roundtrip S 5 12 4 2 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1 5 2 1 3 6 I 0.25 1 R 0.25 0 | d5_r0_s3_roundtrip R 2 1 1 5 0 12 4 0 3 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1 5 2 1 3 6
d5_r0_s3_full_roundtrip S 5 12 4 2 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1 5 2 1 3 6 I 0.25 5 R 0.25 0 | d5_r0_s3_full_roundtrip R 2 1 1 5 0 12 4 0 3 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1 5 2 1 3 6
d5_r0_s3_remove_existing S 5 12 4 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1 5 2 1 3 6 R 1 4 | d5_r0_s3_remove_existing R 1 0 5 0 12 4 0 3 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 0 6 1 5 2 1 3 6
d5_r1_s1_identity B 5 6 2 0 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 0 6 1 6 | d5_r1_s1_identity R 0 5 0 6 2 0 1 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 0 6 1 6
d5_r1_s1_insert B 5 6 2 1 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 0 6 1 6 I 0.25 5 | d5_r1_s1_insert R 1 1 5 0 11 3 0 1 -3/2 -5/2 -3 1/2 -13/8 -23/8 -2 5/8 -27/16 -3 -57/32 3/4 -27/16 -187/64 -241/128 109/128 -835/512 -1383/512 -133/64 473/512 -3123/2048 -4911/2048 -4629/2048 993/1024 -309/256 -381/256 -1437/512 567/512 -57/128 21/128 -207/64 129/128 9/16 15/16 -21/32 3/4 3/2 -3/4 -15/8 9/8 3 -3 9/2 3/2 0 6 1/4 5 1 6
d5_r1_s1_sequence B 5 6 2 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 0 6 1 6 I 0.75 1 I 0.25 5 I 0.75 5 I 0.25 1 | d5_r1_s1_sequence R 4 1 1 1 1 5 0 16 4 0 1 -3/2 -5/2 -3 1/2 -13/8 -23/8 -2 5/8 -27/16 -3 -57/32 3/4 -27/16 -187/64 -241/128 109/128 -835/512 -1383/512 -133/64 473/512 -3123/2048 -4911/2048 -4629/2048 993/1024 -2689/2048 -3669/2048 -5375/2048 1087/1024 -1851/2048 -1751/2048 -6013/2048 1073/1024 -729/2048 -141/2048 -4791/2048 975/1024 509/2048 193/2048 -3877/2048 961/1024 1935/2048 -773/2048 -1839/2048 1055/1024 331/256 -157/256 -205/512 551/512 213/128 -129/128 15/64 147/128 33/16 -25/16 35/32 5/4 5/2 -9/4 19/8 11/8 3 -3 9/2 3/2 0 6 1/4 5 3/4 5 1 6
d5_r1_s1_roundtrip B 5 6 2 2 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 0 6 1 6 I 0.25 1 R 0.25 0 | d5_r1_s1_roundtrip R 2 1 1 5 0 6 2 0 1 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 0 6 1 6
d5_r1_s1_full_roundtrip B 5 6 2 2 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 0 6 1 6 I 0.25 5 R 0.25 0 | d5_r1_s1_full_roundtrip R 2 1 1 5 0 6 2 0 1 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 0 6 1 6
d5_r1_s3_identity S 5 12 4 0 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 6 -1 5 0.5 7 -4 -1 1 8 -5 6 1.5 0 6 1 5 2 1 3 6 | d5_r1_s3_identity R 0 5 0 12 4 0 3 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 15/2 6 -3 3/2 3 -1/2 5/2 1/2 7 -4 -1 1 12 -15/2 9 3/2 0 6 1 5 2 1 3 6
d5_r1_s3_insert S 5 12 4 1 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 6 -1 5 0.5 7 -4 -1 1 8 -5 6 1.5 0 6 1 5 2 1 3 6 I 0.25 5 | d5_r1_s3_insert R 1 1 5 0 17 5 0 3 -3/2 -5/2 -3 1/2 -13/8 -23/8 -2 5/8 -27/16 -3 -57/32 3/4 -27/16 -187/64 -241/128 109/128 -835/512 -1383/512 -133/64 473/512 -3123/2048 -4911/2048 -4629/2048 993/1024 -309/256 -381/256 -1437/512 567/512 -57/128 21/128 -207/64 129/128 9/16 15/16 -21/32 3/4 3/2 -3/4 -15/8 9/8 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 15/2 6 -3 3/2 3 -1/2 5/2 1/2 7 -4 -1 1 12 -15/2 9 3/2 0 6 1/4 5 1 5 2 1 3 6
d5_r1_s3_sequence S 5 12 4 4 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 6 -1 5 0.5 7 -4 -1 1 8 -5 6 1.5 0 6 1 5 2 1 3 6 I 0.75 1 I 0.25 5 I 0.75 5 I 0.25 1 | d5_r1_s3_sequence R 4 1 1 1 1 5 0 22 6 0 3 -3/2 -5/2 -3 1/2 -13/8 -23/8 -2 5/8 -27/16 -3 -57/32 3/4 -27/16 -187/64 -241/128 109/128 -835/512 -1383/512 -133/64 473/512 -3123/2048 -4911/2048 -4629/2048 993/1024 -2689/2048 -3669/2048 -5375/2048 1087/1024 -1851/2048 -1751/2048 -6013/2048 1073/1024 -729/2048 -141/2048 -4791/2048 975/1024 509/2048 193/2048 -3877/2048 961/1024 1935/2048 -773/2048 -1839/2048 1055/1024 331/256 -157/256 -205/512 551/512 213/128 -129/128 15/64 147/128 33/16 -25/16 35/32 5/4 5/2 -9/4 19/8 11/8 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 15/2 6 -3 3/2 3 -1/2 5/2 1/2 7 -4 -1 1 12 -15/2 9 3/2 0 6 1/4 5 3/4 5 1 5 2 1 3 6
d5_r1_s3_roundtrip S 5 12 4 2 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 6 -1 5 0.5 7 -4 -1 1 8 -5 6 1.5 0 6 1 5 2 1 3 6 I 0.25 1 R 0.25 0 | d5_r1_s3_roundtrip R 2 1 1 5 0 12 4 0 3 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 15/2 6 -3 3/2 3 -1/2 5/2 1/2 7 -4 -1 1 12 -15/2 9 3/2 0 6 1 5 2 1 3 6
d5_r1_s3_full_roundtrip S 5 12 4 2 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 6 -1 5 0.5 7 -4 -1 1 8 -5 6 1.5 0 6 1 5 2 1 3 6 I 0.25 5 R 0.25 0 | d5_r1_s3_full_roundtrip R 2 1 1 5 0 12 4 0 3 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 15/2 6 -3 3/2 3 -1/2 5/2 1/2 7 -4 -1 1 12 -15/2 9 3/2 0 6 1 5 2 1 3 6
d5_r1_s3_remove_existing S 5 12 4 1 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 6 -1 5 0.5 7 -4 -1 1 8 -5 6 1.5 0 6 1 5 2 1 3 6 R 1 4 | d5_r1_s3_remove_existing R 1 0 5 0 12 4 0 3 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 15/2 6 -3 3/2 3 -1/2 5/2 1/2 7 -4 -1 1 12 -15/2 9 3/2 0 6 1 5 2 1 3 6
d8_r0_s1_identity B 8 9 2 0 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 0 9 1 9 | d8_r0_s1_identity R 0 8 0 9 2 0 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 0 9 1 9
d8_r0_s1_insert B 8 9 2 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 0 9 1 9 I 0.25 8 | d8_r0_s1_insert R 1 1 8 0 17 3 0 1 -3 -5 -6 1 -11/4 -19/4 -17/4 1 -5/2 -35/8 -53/16 1 -9/4 -31/8 -89/32 1 -2 -843/256 -157/64 1 -7/4 -2747/1024 -285/128 1 -3/2 -4285/2048 -525/256 1 -5/4 -12765/8192 -973/512 1 -1 -72293/65536 -1805/1024 1 -1/4 4297/16384 -691/512 1 1/2 3757/4096 -269/256 1 5/4 1/4 -67/128 1 2 -5/4 -29/64 1 11/4 -13/8 17/32 1 7/2 -7/8 -5/16 1 17/4 1 5/2 1 5 4 -2 1 0 9 1/4 8 1 9
d8_r0_s1_sequence B 8 9 2 4 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 0 9 1 9 I 0.75 1 I 0.25 8 I 0.75 8 I 0.25 1 | d8_r0_s1_sequence R 4 1 1 1 1 8 0 25 4 0 1 -3 -5 -6 1 -11/4 -19/4 -17/4 1 -5/2 -35/8 -53/16 1 -9/4 -31/8 -89/32 1 -2 -843/256 -157/64 1 -7/4 -2747/1024 -285/128 1 -3/2 -4285/2048 -525/256 1 -5/4 -12765/8192 -973/512 1 -1 -72293/65536 -1805/1024 1 -1/2 -12639/65536 -1523/1024 1 0 26323/65536 -1293/1024 1 1/2 32713/65536 -1011/1024 1 1 8907/65536 -781/1024 1 3/2 -25295/65536 -499/1024 1 2 -51325/65536 -269/1024 1 5/2 -57127/65536 13/1024 1 3 -36101/65536 243/1024 1 13/4 -6397/16384 179/512 1 7/2 -523/4096 115/256 1 15/4 1/4 67/128 1 4 3/4 35/64 1 17/4 11/8 15/32 1 9/2 17/8 3/16 1 19/4 3 -1/2 1 5 4 -2 1 0 9 1/4 8 3/4 8 1 9
d8_r0_s1_roundtrip B 8 9 2 2 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 0 9 1 9 I 0.25 1 R 0.25 0 | d8_r0_s1_roundtrip R 2 1 1 8 0 9 2 0 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 0 9 1 9
d8_r0_s1_full_roundtrip B 8 9 2 2 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 0 9 1 9 I 0.25 8 R 0.25 0 | d8_r0_s1_full_roundtrip R 2 1 1 8 0 9 2 0 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 0 9 1 9
d8_r0_s3_identity S 8 18 4 0 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 9 -4 0 1 10 -1 -6 1 11 4 1 1 12 0 -5 1 13 -2 2 1 14 -2 -4 1 0 9 1 8 2 1 3 9 | d8_r0_s3_identity R 0 8 0 18 4 0 3 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 9 -4 0 1 10 -1 -6 1 11 4 1 1 12 0 -5 1 13 -2 2 1 14 -2 -4 1 0 9 1 8 2 1 3 9
d8_r0_s3_insert S 8 18 4 1 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 9 -4 0 1 10 -1 -6 1 11 4 1 1 12 0 -5 1 13 -2 2 1 14 -2 -4 1 0 9 1 8 2 1 3 9 I 0.25 8 | d8_r0_s3_insert R 1 1 8 0 26 5 0 3 -3 -5 -6 1 -11/4 -19/4 -17/4 1 -5/2 -35/8 -53/16 1 -9/4 -31/8 -89/32 1 -2 -843/256 -157/64 1 -7/4 -2747/1024 -285/128 1 -3/2 -4285/2048 -525/256 1 -5/4 -12765/8192 -973/512 1 -1 -72293/65536 -1805/1024 1 -1/4 4297/16384 -691/512 1 1/2 3757/4096 -269/256 1 5/4 1/4 -67/128 1 2 -5/4 -29/64 1 11/4 -13/8 17/32 1 7/2 -7/8 -5/16 1 17/4 1 5/2 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 9 -4 0 1 10 -1 -6 1 11 4 1 1 12 0 -5 1 13 -2 2 1 14 -2 -4 1 0 9 1/4 8 1 8 2 1 3 9
